unit,indic,geo,TIME_PERIOD,OBS_VALUE
HICP2015,CP-HI00,EL,2021-01,99.2
HICP2015,CP-HI00,EL,2021-02,99.39
HICP2015,CP-HI00,EL,2021-03,100.43
HICP2015,CP-HI00,EL,2021-04,101.29
HICP2015,CP-HI00,EL,2021-05,100.98
HICP2015,CP-HI00,EL,2021-06,102.17
HICP2015,CP-HI00,EL,2021-07,100.83
HICP2015,CP-HI00,EL,2021-08,100.68
HICP2015,CP-HI00,EL,2021-09,102.83
HICP2015,CP-HI00,EL,2021-10,104.0
HICP2015,CP-HI00,EL,2021-11,104.35
HICP2015,CP-HI00,EL,2021-12,104.87
HICP2015,CP-HI00,EL,2022-01,104.65
HICP2015,CP-HI00,EL,2022-02,105.63
HICP2015,CP-HI00,EL,2022-03,108.43
HICP2015,CP-HI00,EL,2022-04,110.55
HICP2015,CP-HI00,EL,2022-05,111.59
HICP2015,CP-HI00,EL,2022-06,114.05
HICP2015,CP-HI00,EL,2022-07,112.19
HICP2015,CP-HI00,EL,2022-08,111.98
HICP2015,CP-HI00,EL,2022-09,115.29
HICP2015,CP-HI00,EL,2022-10,113.85
HICP2015,CP-HI00,EL,2022-11,113.55
HICP2015,CP-HI00,EL,2022-12,112.81
HICP2015,CP-HI00,EL,2023-01,112.29
HICP2015,CP-HI00,EL,2023-02,112.51
HICP2015,CP-HI00,EL,2023-03,114.28
HICP2015,CP-HI00,EL,2023-04,115.55
HICP2015,CP-HI00,EL,2023-05,116.17
HICP2015,CP-HI00,EL,2023-06,117.23
HICP2015,CP-HI00,EL,2023-07,116.08
HICP2015,CP-HI00,EL,2023-08,115.87
HICP2015,CP-HI00,EL,2023-09,118.04
HICP2015,CP-HI00,EL,2023-10,118.17
HICP2015,CP-HI00,EL,2023-11,116.86
HICP2015,CP-HI00,EL,2023-12,116.97
HICP2015,CP-HI00,EL,2024-01,115.89
HICP2015,CP-HI00,EL,2024-02,116.04
HICP2015,CP-HI00,EL,2024-03,118.13
HICP2015,CP-HI00,EL,2024-04,119.24
HICP2015,CP-HI00,EL,2024-05,118.9
HICP2015,CP-HI00,EL,2024-06,120.11
HICP2015,CP-HI00,EL,2024-07,119.57
HICP2015,CP-HI00,ES,1996-01,63.95
HICP2015,CP-HI00,ES,1996-02,64.08
HICP2015,CP-HI00,ES,1996-03,64.34
HICP2015,CP-HI00,ES,1996-04,64.73
HICP2015,CP-HI00,ES,1996-05,64.99
HICP2015,CP-HI00,ES,1996-06,64.93
HICP2015,CP-HI00,ES,1996-07,64.99
HICP2015,CP-HI00,ES,1996-08,65.19
HICP2015,CP-HI00,ES,1996-09,65.38
HICP2015,CP-HI00,ES,1996-10,65.45
HICP2015,CP-HI00,ES,1996-11,65.45
HICP2015,CP-HI00,ES,1996-12,65.64
HICP2015,CP-HI00,ES,1997-01,65.77
HICP2015,CP-HI00,ES,1997-02,65.71
HICP2015,CP-HI00,ES,1997-03,65.77
HICP2015,CP-HI00,ES,1997-04,65.77
HICP2015,CP-HI00,ES,1997-05,65.84
HICP2015,CP-HI00,ES,1997-06,65.84
HICP2015,CP-HI00,ES,1997-07,65.97
HICP2015,CP-HI00,ES,1997-08,66.29
HICP2015,CP-HI00,ES,1997-09,66.62
HICP2015,CP-HI00,ES,1997-10,66.62
HICP2015,CP-HI00,ES,1997-11,66.68
HICP2015,CP-HI00,ES,1997-12,66.88
HICP2015,CP-HI00,ES,1998-01,67.01
HICP2015,CP-HI00,ES,1998-02,66.81
HICP2015,CP-HI00,ES,1998-03,66.88
HICP2015,CP-HI00,ES,1998-04,67.01
HICP2015,CP-HI00,ES,1998-05,67.14
HICP2015,CP-HI00,ES,1998-06,67.14
HICP2015,CP-HI00,ES,1998-07,67.46
HICP2015,CP-HI00,ES,1998-08,67.65
HICP2015,CP-HI00,ES,1998-09,67.65
HICP2015,CP-HI00,ES,1998-10,67.65
HICP2015,CP-HI00,ES,1998-11,67.59
HICP2015,CP-HI00,ES,1998-12,67.78
HICP2015,CP-HI00,ES,1999-01,67.98
HICP2015,CP-HI00,ES,1999-02,68.04
HICP2015,CP-HI00,ES,1999-03,68.3
HICP2015,CP-HI00,ES,1999-04,68.56
HICP2015,CP-HI00,ES,1999-05,68.56
HICP2015,CP-HI00,ES,1999-06,68.56
HICP2015,CP-HI00,ES,1999-07,68.89
HICP2015,CP-HI00,ES,1999-08,69.21
HICP2015,CP-HI00,ES,1999-09,69.34
HICP2015,CP-HI00,ES,1999-10,69.28
HICP2015,CP-HI00,ES,1999-11,69.41
HICP2015,CP-HI00,ES,1999-12,69.67
HICP2015,CP-HI00,ES,2000-01,69.93
HICP2015,CP-HI00,ES,2000-02,70.06
HICP2015,CP-HI00,ES,2000-03,70.38
HICP2015,CP-HI00,ES,2000-04,70.64
HICP2015,CP-HI00,ES,2000-05,70.77
HICP2015,CP-HI00,ES,2000-06,70.97
HICP2015,CP-HI00,ES,2000-07,71.42
HICP2015,CP-HI00,ES,2000-08,71.68
HICP2015,CP-HI00,ES,2000-09,71.94
HICP2015,CP-HI00,ES,2000-10,72.07
HICP2015,CP-HI00,ES,2000-11,72.26
HICP2015,CP-HI00,ES,2000-12,72.46
HICP2015,CP-HI00,ES,2001-01,71.94
HICP2015,CP-HI00,ES,2001-02,71.94
HICP2015,CP-HI00,ES,2001-03,72.52
HICP2015,CP-HI00,ES,2001-04,73.17
HICP2015,CP-HI00,ES,2001-05,73.43
HICP2015,CP-HI00,ES,2001-06,73.63
HICP2015,CP-HI00,ES,2001-07,73.11
HICP2015,CP-HI00,ES,2001-08,73.17
HICP2015,CP-HI00,ES,2001-09,73.56
HICP2015,CP-HI00,ES,2001-10,73.89
HICP2015,CP-HI00,ES,2001-11,74.08
HICP2015,CP-HI00,ES,2001-12,74.28
HICP2015,CP-HI00,ES,2002-01,74.15
HICP2015,CP-HI00,ES,2002-02,74.21
HICP2015,CP-HI00,ES,2002-03,74.86
HICP2015,CP-HI00,ES,2002-04,75.9
HICP2015,CP-HI00,ES,2002-05,76.16
HICP2015,CP-HI00,ES,2002-06,76.16
HICP2015,CP-HI00,ES,2002-07,75.64
HICP2015,CP-HI00,ES,2002-08,75.9
HICP2015,CP-HI00,ES,2002-09,76.16
HICP2015,CP-HI00,ES,2002-10,76.87
HICP2015,CP-HI00,ES,2002-11,77.0
HICP2015,CP-HI00,ES,2002-12,77.26
HICP2015,CP-HI00,ES,2003-01,76.94
HICP2015,CP-HI00,ES,2003-02,77.07
HICP2015,CP-HI00,ES,2003-03,77.65
HICP2015,CP-HI00,ES,2003-04,78.3
HICP2015,CP-HI00,ES,2003-05,78.24
HICP2015,CP-HI00,ES,2003-06,78.3
HICP2015,CP-HI00,ES,2003-07,77.85
HICP2015,CP-HI00,ES,2003-08,78.24
HICP2015,CP-HI00,ES,2003-09,78.43
HICP2015,CP-HI00,ES,2003-10,78.95
HICP2015,CP-HI00,ES,2003-11,79.21
HICP2015,CP-HI00,ES,2003-12,79.34
HICP2015,CP-HI00,ES,2004-01,78.69
HICP2015,CP-HI00,ES,2004-02,78.76
HICP2015,CP-HI00,ES,2004-03,79.34
HICP2015,CP-HI00,ES,2004-04,80.45
HICP2015,CP-HI00,ES,2004-05,80.9
HICP2015,CP-HI00,ES,2004-06,81.03
HICP2015,CP-HI00,ES,2004-07,80.45
HICP2015,CP-HI00,ES,2004-08,80.84
HICP2015,CP-HI00,ES,2004-09,80.97
HICP2015,CP-HI00,ES,2004-10,81.81
HICP2015,CP-HI00,ES,2004-11,82.0
HICP2015,CP-HI00,ES,2004-12,81.94
HICP2015,CP-HI00,ES,2005-01,81.16
HICP2015,CP-HI00,ES,2005-02,81.35
HICP2015,CP-HI00,ES,2005-03,82.07
HICP2015,CP-HI00,ES,2005-04,83.24
HICP2015,CP-HI00,ES,2005-05,83.37
HICP2015,CP-HI00,ES,2005-06,83.63
HICP2015,CP-HI00,ES,2005-07,83.11
HICP2015,CP-HI00,ES,2005-08,83.5
HICP2015,CP-HI00,ES,2005-09,84.02
HICP2015,CP-HI00,ES,2005-10,84.67
HICP2015,CP-HI00,ES,2005-11,84.8
HICP2015,CP-HI00,ES,2005-12,84.99
HICP2015,CP-HI00,ES,2006-01,84.6
HICP2015,CP-HI00,ES,2006-02,84.66
HICP2015,CP-HI00,ES,2006-03,85.26
HICP2015,CP-HI00,ES,2006-04,86.49
HICP2015,CP-HI00,ES,2006-05,86.8
HICP2015,CP-HI00,ES,2006-06,86.94
HICP2015,CP-HI00,ES,2006-07,86.45
HICP2015,CP-HI00,ES,2006-08,86.65
HICP2015,CP-HI00,ES,2006-09,86.48
HICP2015,CP-HI00,ES,2006-10,86.84
HICP2015,CP-HI00,ES,2006-11,87.05
HICP2015,CP-HI00,ES,2006-12,87.3
HICP2015,CP-HI00,ES,2007-01,86.67
HICP2015,CP-HI00,ES,2007-02,86.73
HICP2015,CP-HI00,ES,2007-03,87.4
HICP2015,CP-HI00,ES,2007-04,88.64
HICP2015,CP-HI00,ES,2007-05,88.89
HICP2015,CP-HI00,ES,2007-06,89.06
HICP2015,CP-HI00,ES,2007-07,88.44
HICP2015,CP-HI00,ES,2007-08,88.59
HICP2015,CP-HI00,ES,2007-09,88.85
HICP2015,CP-HI00,ES,2007-10,90.0
HICP2015,CP-HI00,ES,2007-11,90.65
HICP2015,CP-HI00,ES,2007-12,91.04
HICP2015,CP-HI00,ES,2008-01,90.46
HICP2015,CP-HI00,ES,2008-02,90.59
HICP2015,CP-HI00,ES,2008-03,91.41
HICP2015,CP-HI00,ES,2008-04,92.4
HICP2015,CP-HI00,ES,2008-05,93.04
HICP2015,CP-HI00,ES,2008-06,93.58
HICP2015,CP-HI00,ES,2008-07,93.15
HICP2015,CP-HI00,ES,2008-08,92.97
HICP2015,CP-HI00,ES,2008-09,92.92
HICP2015,CP-HI00,ES,2008-10,93.24
HICP2015,CP-HI00,ES,2008-11,92.83
HICP2015,CP-HI00,ES,2008-12,92.36
HICP2015,CP-HI00,ES,2009-01,91.19
HICP2015,CP-HI00,ES,2009-02,91.21
HICP2015,CP-HI00,ES,2009-03,91.36
HICP2015,CP-HI00,ES,2009-04,92.26
HICP2015,CP-HI00,ES,2009-05,92.22
HICP2015,CP-HI00,ES,2009-06,92.68
HICP2015,CP-HI00,ES,2009-07,91.92
HICP2015,CP-HI00,ES,2009-08,92.29
HICP2015,CP-HI00,ES,2009-09,92.06
HICP2015,CP-HI00,ES,2009-10,92.71
HICP2015,CP-HI00,ES,2009-11,93.21
HICP2015,CP-HI00,ES,2009-12,93.19
HICP2015,CP-HI00,ES,2010-01,91.82
HICP2015,CP-HI00,ES,2010-02,91.61
HICP2015,CP-HI00,ES,2010-03,93.8
HICP2015,CP-HI00,ES,2010-04,94.46
HICP2015,CP-HI00,ES,2010-05,94.49
HICP2015,CP-HI00,ES,2010-06,94.6
HICP2015,CP-HI00,ES,2010-07,93.54
HICP2015,CP-HI00,ES,2010-08,93.75
HICP2015,CP-HI00,ES,2010-09,94.61
HICP2015,CP-HI00,ES,2010-10,95.03
HICP2015,CP-HI00,ES,2010-11,95.33
HICP2015,CP-HI00,ES,2010-12,95.86
HICP2015,CP-HI00,ES,2011-01,94.6
HICP2015,CP-HI00,ES,2011-02,94.7
HICP2015,CP-HI00,ES,2011-03,96.93
HICP2015,CP-HI00,ES,2011-04,97.78
HICP2015,CP-HI00,ES,2011-05,97.66
HICP2015,CP-HI00,ES,2011-06,97.48
HICP2015,CP-HI00,ES,2011-07,96.34
HICP2015,CP-HI00,ES,2011-08,96.31
HICP2015,CP-HI00,ES,2011-09,97.46
HICP2015,CP-HI00,ES,2011-10,97.87
HICP2015,CP-HI00,ES,2011-11,98.09
HICP2015,CP-HI00,ES,2011-12,98.11
HICP2015,CP-HI00,ES,2012-01,96.48
HICP2015,CP-HI00,ES,2012-02,96.51
HICP2015,CP-HI00,ES,2012-03,98.64
HICP2015,CP-HI00,ES,2012-04,99.71
HICP2015,CP-HI00,ES,2012-05,99.5
HICP2015,CP-HI00,ES,2012-06,99.26
HICP2015,CP-HI00,ES,2012-07,98.42
HICP2015,CP-HI00,ES,2012-08,98.92
HICP2015,CP-HI00,ES,2012-09,100.83
HICP2015,CP-HI00,ES,2012-10,101.29
HICP2015,CP-HI00,ES,2012-11,101.05
HICP2015,CP-HI00,ES,2012-12,101.06
HICP2015,CP-HI00,ES,2013-01,99.22
HICP2015,CP-HI00,ES,2013-02,99.31
HICP2015,CP-HI00,ES,2013-03,101.16
HICP2015,CP-HI00,ES,2013-04,101.23
HICP2015,CP-HI00,ES,2013-05,101.33
HICP2015,CP-HI00,ES,2013-06,101.44
HICP2015,CP-HI00,ES,2013-07,100.29
HICP2015,CP-HI00,ES,2013-08,100.54
HICP2015,CP-HI00,ES,2013-09,101.32
HICP2015,CP-HI00,ES,2013-10,101.34
HICP2015,CP-HI00,ES,2013-11,101.35
HICP2015,CP-HI00,ES,2013-12,101.37
HICP2015,CP-HI00,ES,2014-01,99.49
HICP2015,CP-HI00,ES,2014-02,99.36
HICP2015,CP-HI00,ES,2014-03,100.94
HICP2015,CP-HI00,ES,2014-04,101.57
HICP2015,CP-HI00,ES,2014-05,101.54
HICP2015,CP-HI00,ES,2014-06,101.49
HICP2015,CP-HI00,ES,2014-07,99.93
HICP2015,CP-HI00,ES,2014-08,100.02
HICP2015,CP-HI00,ES,2014-09,101.04
HICP2015,CP-HI00,ES,2014-10,101.12
HICP2015,CP-HI00,ES,2014-11,100.88
HICP2015,CP-HI00,ES,2014-12,100.22
HICP2015,CP-HI00,ES,2015-01,98.04
HICP2015,CP-HI00,ES,2015-02,98.18
HICP2015,CP-HI00,ES,2015-03,100.15
HICP2015,CP-HI00,ES,2015-04,100.83
HICP2015,CP-HI00,ES,2015-05,101.27
HICP2015,CP-HI00,ES,2015-06,101.46
HICP2015,CP-HI00,ES,2015-07,99.9
HICP2015,CP-HI00,ES,2015-08,99.5
HICP2015,CP-HI00,ES,2015-09,99.9
HICP2015,CP-HI00,ES,2015-10,100.21
HICP2015,CP-HI00,ES,2015-11,100.47
HICP2015,CP-HI00,ES,2015-12,100.09
HICP2015,CP-HI00,ES,2016-01,97.63
HICP2015,CP-HI00,ES,2016-02,97.21
HICP2015,CP-HI00,ES,2016-03,99.16
HICP2015,CP-HI00,ES,2016-04,99.65
HICP2015,CP-HI00,ES,2016-05,100.17
HICP2015,CP-HI00,ES,2016-06,100.59
HICP2015,CP-HI00,ES,2016-07,99.25
HICP2015,CP-HI00,ES,2016-08,99.21
HICP2015,CP-HI00,ES,2016-09,99.93
HICP2015,CP-HI00,ES,2016-10,100.71
HICP2015,CP-HI00,ES,2016-11,100.95
HICP2015,CP-HI00,ES,2016-12,101.5
HICP2015,CP-HI00,ES,2017-01,100.5
HICP2015,CP-HI00,ES,2017-02,100.16
HICP2015,CP-HI00,ES,2017-03,101.29
HICP2015,CP-HI00,ES,2017-04,102.21
HICP2015,CP-HI00,ES,2017-05,102.16
HICP2015,CP-HI00,ES,2017-06,102.22
HICP2015,CP-HI00,ES,2017-07,100.98
HICP2015,CP-HI00,ES,2017-08,101.15
HICP2015,CP-HI00,ES,2017-09,101.77
HICP2015,CP-HI00,ES,2017-10,102.4
HICP2015,CP-HI00,ES,2017-11,102.73
HICP2015,CP-HI00,ES,2017-12,102.74
HICP2015,CP-HI00,ES,2018-01,101.22
HICP2015,CP-HI00,ES,2018-02,101.37
HICP2015,CP-HI00,ES,2018-03,102.59
HICP2015,CP-HI00,ES,2018-04,103.36
HICP2015,CP-HI00,ES,2018-05,104.32
HICP2015,CP-HI00,ES,2018-06,104.56
HICP2015,CP-HI00,ES,2018-07,103.31
HICP2015,CP-HI00,ES,2018-08,103.41
HICP2015,CP-HI00,ES,2018-09,104.06
HICP2015,CP-HI00,ES,2018-10,104.77
HICP2015,CP-HI00,ES,2018-11,104.52
HICP2015,CP-HI00,ES,2018-12,104.0
HICP2015,CP-HI00,ES,2019-01,102.26
HICP2015,CP-HI00,ES,2019-02,102.47
HICP2015,CP-HI00,ES,2019-03,103.9
HICP2015,CP-HI00,ES,2019-04,105.06
HICP2015,CP-HI00,ES,2019-05,105.31
HICP2015,CP-HI00,ES,2019-06,105.18
HICP2015,CP-HI00,ES,2019-07,103.98
HICP2015,CP-HI00,ES,2019-08,103.87
HICP2015,CP-HI00,ES,2019-09,104.28
HICP2015,CP-HI00,ES,2019-10,104.97
HICP2015,CP-HI00,ES,2019-11,105.01
HICP2015,CP-HI00,ES,2019-12,104.88
HICP2015,CP-HI00,ES,2020-01,103.42
HICP2015,CP-HI00,ES,2020-02,103.36
HICP2015,CP-HI00,ES,2020-03,103.98
HICP2015,CP-HI00,ES,2020-04,104.35
HICP2015,CP-HI00,ES,2020-05,104.41
HICP2015,CP-HI00,ES,2020-06,104.87
HICP2015,CP-HI00,ES,2020-07,103.23
HICP2015,CP-HI00,ES,2020-08,103.23
HICP2015,CP-HI00,ES,2020-09,103.69
HICP2015,CP-HI00,ES,2020-10,104.01
HICP2015,CP-HI00,ES,2020-11,104.12
HICP2015,CP-HI00,ES,2020-12,104.28
HICP2015,CP-HI00,ES,2021-01,103.87
HICP2015,CP-HI00,ES,2021-02,103.27
HICP2015,CP-HI00,ES,2021-03,105.22
HICP2015,CP-HI00,ES,2021-04,106.39
HICP2015,CP-HI00,ES,2021-05,106.95
HICP2015,CP-HI00,ES,2021-06,107.46
HICP2015,CP-HI00,ES,2021-07,106.18
HICP2015,CP-HI00,ES,2021-08,106.65
HICP2015,CP-HI00,ES,2021-09,107.87
HICP2015,CP-HI00,ES,2021-10,109.6
HICP2015,CP-HI00,ES,2021-11,109.87
HICP2015,CP-HI00,ES,2021-12,111.13
HICP2015,CP-HI00,ES,2022-01,110.26
HICP2015,CP-HI00,ES,2022-02,111.15
HICP2015,CP-HI00,ES,2022-03,115.51
HICP2015,CP-HI00,ES,2022-04,115.21
HICP2015,CP-HI00,ES,2022-05,116.03
HICP2015,CP-HI00,ES,2022-06,118.22
HICP2015,CP-HI00,ES,2022-07,117.54
HICP2015,CP-HI00,ES,2022-08,117.84
HICP2015,CP-HI00,ES,2022-09,117.55
HICP2015,CP-HI00,ES,2022-10,117.61
HICP2015,CP-HI00,ES,2022-11,117.22
HICP2015,CP-HI00,ES,2022-12,117.22
HICP2015,CP-HI00,ES,2023-01,116.72
HICP2015,CP-HI00,ES,2023-02,117.82
HICP2015,CP-HI00,ES,2023-03,119.06
HICP2015,CP-HI00,ES,2023-04,119.61
HICP2015,CP-HI00,ES,2023-05,119.44
HICP2015,CP-HI00,ES,2023-06,120.13
HICP2015,CP-HI00,ES,2023-07,120.03
HICP2015,CP-HI00,ES,2023-08,120.68
HICP2015,CP-HI00,ES,2023-09,121.38
HICP2015,CP-HI00,ES,2023-10,121.69
HICP2015,CP-HI00,ES,2023-11,121.05
HICP2015,CP-HI00,ES,2023-12,121.06
HICP2015,CP-HI00,ES,2024-01,120.82
HICP2015,CP-HI00,ES,2024-02,121.29
HICP2015,CP-HI00,ES,2024-03,122.93
HICP2015,CP-HI00,ES,2024-04,123.67
HICP2015,CP-HI00,ES,2024-05,123.95
HICP2015,CP-HI00,ES,2024-06,124.44
HICP2015,CP-HI00,ES,2024-07,123.52
HICP2015,CP-HI00,EU,1996-01,69.4
HICP2015,CP-HI00,EU,1996-02,69.7
HICP2015,CP-HI00,EU,1996-03,70.0
HICP2015,CP-HI00,EU,1996-04,70.19
HICP2015,CP-HI00,EU,1996-05,70.37
HICP2015,CP-HI00,EU,1996-06,70.39
HICP2015,CP-HI00,EU,1996-07,70.28
HICP2015,CP-HI00,EU,1996-08,70.32
HICP2015,CP-HI00,EU,1996-09,70.53
HICP2015,CP-HI00,EU,1996-10,70.58
HICP2015,CP-HI00,EU,1996-11,70.61
HICP2015,CP-HI00,EU,1996-12,70.8
HICP2015,CP-HI00,EU,1997-01,70.92
HICP2015,CP-HI00,EU,1997-02,71.07
HICP2015,CP-HI00,EU,1997-03,71.19
HICP2015,CP-HI00,EU,1997-04,71.22
HICP2015,CP-HI00,EU,1997-05,71.43
HICP2015,CP-HI00,EU,1997-06,71.47
HICP2015,CP-HI00,EU,1997-07,71.45
HICP2015,CP-HI00,EU,1997-08,71.61
HICP2015,CP-HI00,EU,1997-09,71.74
HICP2015,CP-HI00,EU,1997-10,71.78
HICP2015,CP-HI00,EU,1997-11,71.87
HICP2015,CP-HI00,EU,1997-12,71.95
HICP2015,CP-HI00,EU,1998-01,71.83
HICP2015,CP-HI00,EU,1998-02,72.0
HICP2015,CP-HI00,EU,1998-03,72.13
HICP2015,CP-HI00,EU,1998-04,72.35
HICP2015,CP-HI00,EU,1998-05,72.54
HICP2015,CP-HI00,EU,1998-06,72.55
HICP2015,CP-HI00,EU,1998-07,72.47
HICP2015,CP-HI00,EU,1998-08,72.53
HICP2015,CP-HI00,EU,1998-09,72.58
HICP2015,CP-HI00,EU,1998-10,72.57
HICP2015,CP-HI00,EU,1998-11,72.58
HICP2015,CP-HI00,EU,1998-12,72.65
HICP2015,CP-HI00,EU,1999-01,72.52
HICP2015,CP-HI00,EU,1999-02,72.67
HICP2015,CP-HI00,EU,1999-03,72.95
HICP2015,CP-HI00,EU,1999-04,73.22
HICP2015,CP-HI00,EU,1999-05,73.3
HICP2015,CP-HI00,EU,1999-06,73.28
HICP2015,CP-HI00,EU,1999-07,73.26
HICP2015,CP-HI00,EU,1999-08,73.37
HICP2015,CP-HI00,EU,1999-09,73.5
HICP2015,CP-HI00,EU,1999-10,73.52
HICP2015,CP-HI00,EU,1999-11,73.61
HICP2015,CP-HI00,EU,1999-12,73.86
HICP2015,CP-HI00,EU,2000-01,73.75
HICP2015,CP-HI00,EU,2000-02,73.98
HICP2015,CP-HI00,EU,2000-03,74.24
HICP2015,CP-HI00,EU,2000-04,74.34
HICP2015,CP-HI00,EU,2000-05,74.46
HICP2015,CP-HI00,EU,2000-06,74.68
HICP2015,CP-HI00,EU,2000-07,74.66
HICP2015,CP-HI00,EU,2000-08,74.71
HICP2015,CP-HI00,EU,2000-09,75.09
HICP2015,CP-HI00,EU,2000-10,75.12
HICP2015,CP-HI00,EU,2000-11,75.28
HICP2015,CP-HI00,EU,2000-12,75.5
HICP2015,CP-HI00,EU,2001-01,75.12
HICP2015,CP-HI00,EU,2001-02,75.34
HICP2015,CP-HI00,EU,2001-03,75.72
HICP2015,CP-HI00,EU,2001-04,76.18
HICP2015,CP-HI00,EU,2001-05,76.58
HICP2015,CP-HI00,EU,2001-06,76.69
HICP2015,CP-HI00,EU,2001-07,76.44
HICP2015,CP-HI00,EU,2001-08,76.44
HICP2015,CP-HI00,EU,2001-09,76.67
HICP2015,CP-HI00,EU,2001-10,76.69
HICP2015,CP-HI00,EU,2001-11,76.62
HICP2015,CP-HI00,EU,2001-12,76.93
HICP2015,CP-HI00,EU,2002-01,76.96
HICP2015,CP-HI00,EU,2002-02,77.08
HICP2015,CP-HI00,EU,2002-03,77.5
HICP2015,CP-HI00,EU,2002-04,77.85
HICP2015,CP-HI00,EU,2002-05,77.99
HICP2015,CP-HI00,EU,2002-06,77.96
HICP2015,CP-HI00,EU,2002-07,77.85
HICP2015,CP-HI00,EU,2002-08,77.93
HICP2015,CP-HI00,EU,2002-09,78.14
HICP2015,CP-HI00,EU,2002-10,78.32
HICP2015,CP-HI00,EU,2002-11,78.27
HICP2015,CP-HI00,EU,2002-12,78.62
HICP2015,CP-HI00,EU,2003-01,78.5
HICP2015,CP-HI00,EU,2003-02,78.82
HICP2015,CP-HI00,EU,2003-03,79.25
HICP2015,CP-HI00,EU,2003-04,79.38
HICP2015,CP-HI00,EU,2003-05,79.34
HICP2015,CP-HI00,EU,2003-06,79.39
HICP2015,CP-HI00,EU,2003-07,79.28
HICP2015,CP-HI00,EU,2003-08,79.42
HICP2015,CP-HI00,EU,2003-09,79.71
HICP2015,CP-HI00,EU,2003-10,79.82
HICP2015,CP-HI00,EU,2003-11,79.84
HICP2015,CP-HI00,EU,2003-12,80.08
HICP2015,CP-HI00,EU,2004-01,79.84
HICP2015,CP-HI00,EU,2004-02,80.03
HICP2015,CP-HI00,EU,2004-03,80.47
HICP2015,CP-HI00,EU,2004-04,80.85
HICP2015,CP-HI00,EU,2004-05,81.16
HICP2015,CP-HI00,EU,2004-06,81.2
HICP2015,CP-HI00,EU,2004-07,81.03
HICP2015,CP-HI00,EU,2004-08,81.17
HICP2015,CP-HI00,EU,2004-09,81.27
HICP2015,CP-HI00,EU,2004-10,81.58
HICP2015,CP-HI00,EU,2004-11,81.56
HICP2015,CP-HI00,EU,2004-12,81.85
HICP2015,CP-HI00,EU,2005-01,81.42
HICP2015,CP-HI00,EU,2005-02,81.69
HICP2015,CP-HI00,EU,2005-03,82.21
HICP2015,CP-HI00,EU,2005-04,82.55
HICP2015,CP-HI00,EU,2005-05,82.75
HICP2015,CP-HI00,EU,2005-06,82.83
HICP2015,CP-HI00,EU,2005-07,82.77
HICP2015,CP-HI00,EU,2005-08,82.95
HICP2015,CP-HI00,EU,2005-09,83.33
HICP2015,CP-HI00,EU,2005-10,83.53
HICP2015,CP-HI00,EU,2005-11,83.38
HICP2015,CP-HI00,EU,2005-12,83.62
HICP2015,CP-HI00,EU,2006-01,83.28
HICP2015,CP-HI00,EU,2006-02,83.52
HICP2015,CP-HI00,EU,2006-03,83.92
HICP2015,CP-HI00,EU,2006-04,84.47
HICP2015,CP-HI00,EU,2006-05,84.76
HICP2015,CP-HI00,EU,2006-06,84.85
HICP2015,CP-HI00,EU,2006-07,84.76
HICP2015,CP-HI00,EU,2006-08,84.91
HICP2015,CP-HI00,EU,2006-09,84.95
HICP2015,CP-HI00,EU,2006-10,85.02
HICP2015,CP-HI00,EU,2006-11,85.08
HICP2015,CP-HI00,EU,2006-12,85.4
HICP2015,CP-HI00,EU,2007-01,85.03
HICP2015,CP-HI00,EU,2007-02,85.31
HICP2015,CP-HI00,EU,2007-03,85.83
HICP2015,CP-HI00,EU,2007-04,86.31
HICP2015,CP-HI00,EU,2007-05,86.54
HICP2015,CP-HI00,EU,2007-06,86.65
HICP2015,CP-HI00,EU,2007-07,86.42
HICP2015,CP-HI00,EU,2007-08,86.53
HICP2015,CP-HI00,EU,2007-09,86.85
HICP2015,CP-HI00,EU,2007-10,87.3
HICP2015,CP-HI00,EU,2007-11,87.75
HICP2015,CP-HI00,EU,2007-12,88.11
HICP2015,CP-HI00,EU,2008-01,87.92
HICP2015,CP-HI00,EU,2008-02,88.3
HICP2015,CP-HI00,EU,2008-03,89.04
HICP2015,CP-HI00,EU,2008-04,89.41
HICP2015,CP-HI00,EU,2008-05,89.97
HICP2015,CP-HI00,EU,2008-06,90.34
HICP2015,CP-HI00,EU,2008-07,90.26
HICP2015,CP-HI00,EU,2008-08,90.23
HICP2015,CP-HI00,EU,2008-09,90.48
HICP2015,CP-HI00,EU,2008-10,90.51
HICP2015,CP-HI00,EU,2008-11,90.17
HICP2015,CP-HI00,EU,2008-12,90.01
HICP2015,CP-HI00,EU,2009-01,89.46
HICP2015,CP-HI00,EU,2009-02,89.93
HICP2015,CP-HI00,EU,2009-03,90.25
HICP2015,CP-HI00,EU,2009-04,90.55
HICP2015,CP-HI00,EU,2009-05,90.72
HICP2015,CP-HI00,EU,2009-06,90.9
HICP2015,CP-HI00,EU,2009-07,90.48
HICP2015,CP-HI00,EU,2009-08,90.74
HICP2015,CP-HI00,EU,2009-09,90.77
HICP2015,CP-HI00,EU,2009-10,90.95
HICP2015,CP-HI00,EU,2009-11,91.1
HICP2015,CP-HI00,EU,2009-12,91.39
HICP2015,CP-HI00,EU,2010-01,90.94
HICP2015,CP-HI00,EU,2010-02,91.24
HICP2015,CP-HI00,EU,2010-03,92.07
HICP2015,CP-HI00,EU,2010-04,92.47
