unit,indic,geo,TIME_PERIOD,OBS_VALUE
HICP2015,CP-HI00,FR,2021-05,107.38
HICP2015,CP-HI00,FR,2021-06,107.57
HICP2015,CP-HI00,FR,2021-07,107.64
HICP2015,CP-HI00,FR,2021-08,108.38
HICP2015,CP-HI00,FR,2021-09,108.16
HICP2015,CP-HI00,FR,2021-10,108.64
HICP2015,CP-HI00,FR,2021-11,109.09
HICP2015,CP-HI00,FR,2021-12,109.34
HICP2015,CP-HI00,FR,2022-01,109.51
HICP2015,CP-HI00,FR,2022-02,110.49
HICP2015,CP-HI00,FR,2022-03,112.26
HICP2015,CP-HI00,FR,2022-04,112.78
HICP2015,CP-HI00,FR,2022-05,113.63
HICP2015,CP-HI00,FR,2022-06,114.6
HICP2015,CP-HI00,FR,2022-07,114.94
HICP2015,CP-HI00,FR,2022-08,115.49
HICP2015,CP-HI00,FR,2022-09,114.9
HICP2015,CP-HI00,FR,2022-10,116.32
HICP2015,CP-HI00,FR,2022-11,116.81
HICP2015,CP-HI00,FR,2022-12,116.7
HICP2015,CP-HI00,FR,2023-01,117.22
HICP2015,CP-HI00,FR,2023-02,118.55
HICP2015,CP-HI00,FR,2023-03,119.76
HICP2015,CP-HI00,FR,2023-04,120.55
HICP2015,CP-HI00,FR,2023-05,120.46
HICP2015,CP-HI00,FR,2023-06,120.71
HICP2015,CP-HI00,FR,2023-07,120.77
HICP2015,CP-HI00,FR,2023-08,122.1
HICP2015,CP-HI00,FR,2023-09,121.4
HICP2015,CP-HI00,FR,2023-10,121.61
HICP2015,CP-HI00,FR,2023-11,121.32
HICP2015,CP-HI00,FR,2023-12,121.49
HICP2015,CP-HI00,FR,2024-01,121.2
HICP2015,CP-HI00,FR,2024-02,122.35
HICP2015,CP-HI00,FR,2024-03,122.65
HICP2015,CP-HI00,FR,2024-04,123.41
HICP2015,CP-HI00,FR,2024-05,123.59
HICP2015,CP-HI00,FR,2024-06,123.78
HICP2015,CP-HI00,FR,2024-07,123.96
HICP2015,CP-HI00,HR,1998-01,62.88
HICP2015,CP-HI00,HR,1998-02,63.17
HICP2015,CP-HI00,HR,1998-03,63.44
HICP2015,CP-HI00,HR,1998-04,63.74
HICP2015,CP-HI00,HR,1998-05,64.16
HICP2015,CP-HI00,HR,1998-06,64.2
HICP2015,CP-HI00,HR,1998-07,64.03
HICP2015,CP-HI00,HR,1998-08,63.98
HICP2015,CP-HI00,HR,1998-09,64.3
HICP2015,CP-HI00,HR,1998-10,64.33
HICP2015,CP-HI00,HR,1998-11,64.61
HICP2015,CP-HI00,HR,1998-12,64.8
HICP2015,CP-HI00,HR,1999-01,65.45
HICP2015,CP-HI00,HR,1999-02,65.69
HICP2015,CP-HI00,HR,1999-03,65.84
HICP2015,CP-HI00,HR,1999-04,65.96
HICP2015,CP-HI00,HR,1999-05,66.4
HICP2015,CP-HI00,HR,1999-06,66.37
HICP2015,CP-HI00,HR,1999-07,66.74
HICP2015,CP-HI00,HR,1999-08,66.62
HICP2015,CP-HI00,HR,1999-09,66.78
HICP2015,CP-HI00,HR,1999-10,66.92
HICP2015,CP-HI00,HR,1999-11,66.64
HICP2015,CP-HI00,HR,1999-12,66.99
HICP2015,CP-HI00,HR,2000-01,67.45
HICP2015,CP-HI00,HR,2000-02,67.78
HICP2015,CP-HI00,HR,2000-03,68.15
HICP2015,CP-HI00,HR,2000-04,68.53
HICP2015,CP-HI00,HR,2000-05,68.65
HICP2015,CP-HI00,HR,2000-06,69.37
HICP2015,CP-HI00,HR,2000-07,69.84
HICP2015,CP-HI00,HR,2000-08,69.8
HICP2015,CP-HI00,HR,2000-09,70.22
HICP2015,CP-HI00,HR,2000-10,70.45
HICP2015,CP-HI00,HR,2000-11,70.68
HICP2015,CP-HI00,HR,2000-12,70.94
HICP2015,CP-HI00,HR,2001-01,71.07
HICP2015,CP-HI00,HR,2001-02,71.47
HICP2015,CP-HI00,HR,2001-03,71.23
HICP2015,CP-HI00,HR,2001-04,72.38
HICP2015,CP-HI00,HR,2001-05,72.84
HICP2015,CP-HI00,HR,2001-06,72.73
HICP2015,CP-HI00,HR,2001-07,72.21
HICP2015,CP-HI00,HR,2001-08,72.76
HICP2015,CP-HI00,HR,2001-09,72.86
HICP2015,CP-HI00,HR,2001-10,72.6
HICP2015,CP-HI00,HR,2001-11,72.51
HICP2015,CP-HI00,HR,2001-12,72.64
HICP2015,CP-HI00,HR,2002-01,73.44
HICP2015,CP-HI00,HR,2002-02,73.44
HICP2015,CP-HI00,HR,2002-03,73.57
HICP2015,CP-HI00,HR,2002-04,73.87
HICP2015,CP-HI00,HR,2002-05,74.19
HICP2015,CP-HI00,HR,2002-06,74.19
HICP2015,CP-HI00,HR,2002-07,74.16
HICP2015,CP-HI00,HR,2002-08,74.1
HICP2015,CP-HI00,HR,2002-09,74.49
HICP2015,CP-HI00,HR,2002-10,74.57
HICP2015,CP-HI00,HR,2002-11,74.55
HICP2015,CP-HI00,HR,2002-12,74.71
HICP2015,CP-HI00,HR,2003-01,75.11
HICP2015,CP-HI00,HR,2003-02,75.27
HICP2015,CP-HI00,HR,2003-03,75.62
HICP2015,CP-HI00,HR,2003-04,75.35
HICP2015,CP-HI00,HR,2003-05,75.81
HICP2015,CP-HI00,HR,2003-06,75.89
HICP2015,CP-HI00,HR,2003-07,76.37
HICP2015,CP-HI00,HR,2003-08,76.43
HICP2015,CP-HI00,HR,2003-09,76.08
HICP2015,CP-HI00,HR,2003-10,76.11
HICP2015,CP-HI00,HR,2003-11,76.25
HICP2015,CP-HI00,HR,2003-12,76.32
HICP2015,CP-HI00,HR,2004-01,76.84
HICP2015,CP-HI00,HR,2004-02,76.81
HICP2015,CP-HI00,HR,2004-03,77.11
HICP2015,CP-HI00,HR,2004-04,77.37
HICP2015,CP-HI00,HR,2004-05,78.04
HICP2015,CP-HI00,HR,2004-06,78.01
HICP2015,CP-HI00,HR,2004-07,77.83
HICP2015,CP-HI00,HR,2004-08,77.81
HICP2015,CP-HI00,HR,2004-09,77.31
HICP2015,CP-HI00,HR,2004-10,77.54
HICP2015,CP-HI00,HR,2004-11,77.65
HICP2015,CP-HI00,HR,2004-12,77.81
HICP2015,CP-HI00,HR,2005-01,77.91
HICP2015,CP-HI00,HR,2005-02,78.57
HICP2015,CP-HI00,HR,2005-03,79.13
HICP2015,CP-HI00,HR,2005-04,79.67
HICP2015,CP-HI00,HR,2005-05,79.79
HICP2015,CP-HI00,HR,2005-06,80.09
HICP2015,CP-HI00,HR,2005-07,80.23
HICP2015,CP-HI00,HR,2005-08,80.24
HICP2015,CP-HI00,HR,2005-09,80.21
HICP2015,CP-HI00,HR,2005-10,80.57
HICP2015,CP-HI00,HR,2005-11,80.67
HICP2015,CP-HI00,HR,2005-12,80.91
HICP2015,CP-HI00,HR,2006-01,81.23
HICP2015,CP-HI00,HR,2006-02,81.79
HICP2015,CP-HI00,HR,2006-03,82.04
HICP2015,CP-HI00,HR,2006-04,82.57
HICP2015,CP-HI00,HR,2006-05,83.07
HICP2015,CP-HI00,HR,2006-06,83.37
HICP2015,CP-HI00,HR,2006-07,82.74
HICP2015,CP-HI00,HR,2006-08,82.77
HICP2015,CP-HI00,HR,2006-09,82.38
HICP2015,CP-HI00,HR,2006-10,82.31
HICP2015,CP-HI00,HR,2006-11,82.6
HICP2015,CP-HI00,HR,2006-12,82.62
HICP2015,CP-HI00,HR,2007-01,82.81
HICP2015,CP-HI00,HR,2007-02,83.03
HICP2015,CP-HI00,HR,2007-03,83.65
HICP2015,CP-HI00,HR,2007-04,84.25
HICP2015,CP-HI00,HR,2007-05,84.7
HICP2015,CP-HI00,HR,2007-06,84.51
HICP2015,CP-HI00,HR,2007-07,84.16
HICP2015,CP-HI00,HR,2007-08,84.61
HICP2015,CP-HI00,HR,2007-09,85.19
HICP2015,CP-HI00,HR,2007-10,85.5
HICP2015,CP-HI00,HR,2007-11,86.3
HICP2015,CP-HI00,HR,2007-12,87.09
HICP2015,CP-HI00,HR,2008-01,87.58
HICP2015,CP-HI00,HR,2008-02,87.54
HICP2015,CP-HI00,HR,2008-03,88.14
HICP2015,CP-HI00,HR,2008-04,88.81
HICP2015,CP-HI00,HR,2008-05,89.88
HICP2015,CP-HI00,HR,2008-06,90.68
HICP2015,CP-HI00,HR,2008-07,90.9
HICP2015,CP-HI00,HR,2008-08,90.61
HICP2015,CP-HI00,HR,2008-09,90.51
HICP2015,CP-HI00,HR,2008-10,90.38
HICP2015,CP-HI00,HR,2008-11,90.16
HICP2015,CP-HI00,HR,2008-12,89.56
HICP2015,CP-HI00,HR,2009-01,90.4
HICP2015,CP-HI00,HR,2009-02,90.9
HICP2015,CP-HI00,HR,2009-03,91.16
HICP2015,CP-HI00,HR,2009-04,91.92
HICP2015,CP-HI00,HR,2009-05,92.1
HICP2015,CP-HI00,HR,2009-06,92.43
HICP2015,CP-HI00,HR,2009-07,92.02
HICP2015,CP-HI00,HR,2009-08,91.98
HICP2015,CP-HI00,HR,2009-09,91.32
HICP2015,CP-HI00,HR,2009-10,91.44
HICP2015,CP-HI00,HR,2009-11,91.78
HICP2015,CP-HI00,HR,2009-12,91.21
HICP2015,CP-HI00,HR,2010-01,91.61
HICP2015,CP-HI00,HR,2010-02,91.74
HICP2015,CP-HI00,HR,2010-03,92.2
HICP2015,CP-HI00,HR,2010-04,92.65
HICP2015,CP-HI00,HR,2010-05,92.9
HICP2015,CP-HI00,HR,2010-06,93.01
HICP2015,CP-HI00,HR,2010-07,92.84
HICP2015,CP-HI00,HR,2010-08,92.7
HICP2015,CP-HI00,HR,2010-09,92.56
HICP2015,CP-HI00,HR,2010-10,92.69
HICP2015,CP-HI00,HR,2010-11,92.87
HICP2015,CP-HI00,HR,2010-12,92.79
HICP2015,CP-HI00,HR,2011-01,93.26
HICP2015,CP-HI00,HR,2011-02,93.72
HICP2015,CP-HI00,HR,2011-03,94.53
HICP2015,CP-HI00,HR,2011-04,94.81
HICP2015,CP-HI00,HR,2011-05,95.19
HICP2015,CP-HI00,HR,2011-06,94.87
HICP2015,CP-HI00,HR,2011-07,94.62
HICP2015,CP-HI00,HR,2011-08,94.61
HICP2015,CP-HI00,HR,2011-09,94.54
HICP2015,CP-HI00,HR,2011-10,95.02
HICP2015,CP-HI00,HR,2011-11,95.16
HICP2015,CP-HI00,HR,2011-12,94.77
HICP2015,CP-HI00,HR,2012-01,94.6
HICP2015,CP-HI00,HR,2012-02,95.19
HICP2015,CP-HI00,HR,2012-03,96.47
HICP2015,CP-HI00,HR,2012-04,97.28
HICP2015,CP-HI00,HR,2012-05,98.52
HICP2015,CP-HI00,HR,2012-06,98.29
HICP2015,CP-HI00,HR,2012-07,97.88
HICP2015,CP-HI00,HR,2012-08,98.52
HICP2015,CP-HI00,HR,2012-09,99.04
HICP2015,CP-HI00,HR,2012-10,99.37
HICP2015,CP-HI00,HR,2012-11,99.06
HICP2015,CP-HI00,HR,2012-12,98.94
HICP2015,CP-HI00,HR,2013-01,98.99
HICP2015,CP-HI00,HR,2013-02,99.4
HICP2015,CP-HI00,HR,2013-03,99.78
HICP2015,CP-HI00,HR,2013-04,100.29
HICP2015,CP-HI00,HR,2013-05,100.29
HICP2015,CP-HI00,HR,2013-06,100.45
HICP2015,CP-HI00,HR,2013-07,100.49
HICP2015,CP-HI00,HR,2013-08,100.84
HICP2015,CP-HI00,HR,2013-09,100.68
HICP2015,CP-HI00,HR,2013-10,100.13
HICP2015,CP-HI00,HR,2013-11,99.72
HICP2015,CP-HI00,HR,2013-12,99.39
HICP2015,CP-HI00,HR,2014-01,99.4
HICP2015,CP-HI00,HR,2014-02,99.25
HICP2015,CP-HI00,HR,2014-03,99.7
HICP2015,CP-HI00,HR,2014-04,100.21
HICP2015,CP-HI00,HR,2014-05,100.66
HICP2015,CP-HI00,HR,2014-06,100.91
HICP2015,CP-HI00,HR,2014-07,101.04
HICP2015,CP-HI00,HR,2014-08,101.12
HICP2015,CP-HI00,HR,2014-09,100.88
HICP2015,CP-HI00,HR,2014-10,100.64
HICP2015,CP-HI00,HR,2014-11,99.99
HICP2015,CP-HI00,HR,2014-12,99.29
HICP2015,CP-HI00,HR,2015-01,98.77
HICP2015,CP-HI00,HR,2015-02,98.88
HICP2015,CP-HI00,HR,2015-03,99.72
HICP2015,CP-HI00,HR,2015-04,100.11
HICP2015,CP-HI00,HR,2015-05,100.68
HICP2015,CP-HI00,HR,2015-06,100.97
HICP2015,CP-HI00,HR,2015-07,100.81
HICP2015,CP-HI00,HR,2015-08,101.02
HICP2015,CP-HI00,HR,2015-09,100.38
HICP2015,CP-HI00,HR,2015-10,100.13
HICP2015,CP-HI00,HR,2015-11,99.55
HICP2015,CP-HI00,HR,2015-12,98.99
HICP2015,CP-HI00,HR,2016-01,98.6
HICP2015,CP-HI00,HR,2016-02,98.32
HICP2015,CP-HI00,HR,2016-03,98.82
HICP2015,CP-HI00,HR,2016-04,99.23
HICP2015,CP-HI00,HR,2016-05,99.49
HICP2015,CP-HI00,HR,2016-06,99.77
HICP2015,CP-HI00,HR,2016-07,99.72
HICP2015,CP-HI00,HR,2016-08,99.55
HICP2015,CP-HI00,HR,2016-09,99.7
HICP2015,CP-HI00,HR,2016-10,99.84
HICP2015,CP-HI00,HR,2016-11,99.72
HICP2015,CP-HI00,HR,2016-12,99.69
HICP2015,CP-HI00,HR,2017-01,99.51
HICP2015,CP-HI00,HR,2017-02,99.7
HICP2015,CP-HI00,HR,2017-03,99.92
HICP2015,CP-HI00,HR,2017-04,100.6
HICP2015,CP-HI00,HR,2017-05,100.45
HICP2015,CP-HI00,HR,2017-06,100.86
HICP2015,CP-HI00,HR,2017-07,100.95
HICP2015,CP-HI00,HR,2017-08,101.0
HICP2015,CP-HI00,HR,2017-09,101.32
HICP2015,CP-HI00,HR,2017-10,101.43
HICP2015,CP-HI00,HR,2017-11,101.29
HICP2015,CP-HI00,HR,2017-12,100.95
HICP2015,CP-HI00,HR,2018-01,100.75
HICP2015,CP-HI00,HR,2018-02,100.62
HICP2015,CP-HI00,HR,2018-03,101.09
HICP2015,CP-HI00,HR,2018-04,102.0
HICP2015,CP-HI00,HR,2018-05,102.27
HICP2015,CP-HI00,HR,2018-06,103.06
HICP2015,CP-HI00,HR,2018-07,103.2
HICP2015,CP-HI00,HR,2018-08,103.16
HICP2015,CP-HI00,HR,2018-09,102.96
HICP2015,CP-HI00,HR,2018-10,103.12
HICP2015,CP-HI00,HR,2018-11,102.6
HICP2015,CP-HI00,HR,2018-12,101.96
HICP2015,CP-HI00,HR,2019-01,101.32
HICP2015,CP-HI00,HR,2019-02,101.41
HICP2015,CP-HI00,HR,2019-03,102.2
HICP2015,CP-HI00,HR,2019-04,102.86
HICP2015,CP-HI00,HR,2019-05,103.3
HICP2015,CP-HI00,HR,2019-06,103.59
HICP2015,CP-HI00,HR,2019-07,104.12
HICP2015,CP-HI00,HR,2019-08,103.73
HICP2015,CP-HI00,HR,2019-09,103.54
HICP2015,CP-HI00,HR,2019-10,103.79
HICP2015,CP-HI00,HR,2019-11,103.39
HICP2015,CP-HI00,HR,2019-12,103.25
HICP2015,CP-HI00,HR,2020-01,103.12
HICP2015,CP-HI00,HR,2020-02,102.65
HICP2015,CP-HI00,HR,2020-03,102.68
HICP2015,CP-HI00,HR,2020-04,102.71
HICP2015,CP-HI00,HR,2020-05,102.58
HICP2015,CP-HI00,HR,2020-06,103.14
HICP2015,CP-HI00,HR,2020-07,103.48
HICP2015,CP-HI00,HR,2020-08,103.27
HICP2015,CP-HI00,HR,2020-09,103.18
HICP2015,CP-HI00,HR,2020-10,103.6
HICP2015,CP-HI00,HR,2020-11,103.36
HICP2015,CP-HI00,HR,2020-12,102.96
HICP2015,CP-HI00,HR,2021-01,103.08
HICP2015,CP-HI00,HR,2021-02,103.32
HICP2015,CP-HI00,HR,2021-03,104.34
HICP2015,CP-HI00,HR,2021-04,104.9
HICP2015,CP-HI00,HR,2021-05,105.01
HICP2015,CP-HI00,HR,2021-06,105.4
HICP2015,CP-HI00,HR,2021-07,106.3
HICP2015,CP-HI00,HR,2021-08,106.51
HICP2015,CP-HI00,HR,2021-09,106.8
HICP2015,CP-HI00,HR,2021-10,107.65
HICP2015,CP-HI00,HR,2021-11,108.18
HICP2015,CP-HI00,HR,2021-12,108.31
HICP2015,CP-HI00,HR,2022-01,108.76
HICP2015,CP-HI00,HR,2022-02,109.8
HICP2015,CP-HI00,HR,2022-03,111.93
HICP2015,CP-HI00,HR,2022-04,114.94
HICP2015,CP-HI00,HR,2022-05,116.27
HICP2015,CP-HI00,HR,2022-06,118.14
HICP2015,CP-HI00,HR,2022-07,119.75
HICP2015,CP-HI00,HR,2022-08,119.9
HICP2015,CP-HI00,HR,2022-09,120.21
HICP2015,CP-HI00,HR,2022-10,121.37
HICP2015,CP-HI00,HR,2022-11,122.19
HICP2015,CP-HI00,HR,2022-12,122.03
HICP2015,CP-HI00,HR,2023-01,122.34
HICP2015,CP-HI00,HR,2023-02,122.68
HICP2015,CP-HI00,HR,2023-03,123.73
HICP2015,CP-HI00,HR,2023-04,125.16
HICP2015,CP-HI00,HR,2023-05,125.88
HICP2015,CP-HI00,HR,2023-06,127.91
HICP2015,CP-HI00,HR,2023-07,129.36
HICP2015,CP-HI00,HR,2023-08,130.0
HICP2015,CP-HI00,HR,2023-09,129.15
HICP2015,CP-HI00,HR,2023-10,129.52
HICP2015,CP-HI00,HR,2023-11,128.95
HICP2015,CP-HI00,HR,2023-12,128.56
HICP2015,CP-HI00,HR,2024-01,128.19
HICP2015,CP-HI00,HR,2024-02,128.57
HICP2015,CP-HI00,HR,2024-03,129.74
HICP2015,CP-HI00,HR,2024-04,131.06
HICP2015,CP-HI00,HR,2024-05,131.31
HICP2015,CP-HI00,HR,2024-06,132.34
HICP2015,CP-HI00,HR,2024-07,133.72
HICP2015,CP-HI00,HU,1996-01,29.31
HICP2015,CP-HI00,HU,1996-02,30.01
HICP2015,CP-HI00,HU,1996-03,30.48
HICP2015,CP-HI00,HU,1996-04,30.99
HICP2015,CP-HI00,HU,1996-05,31.66
HICP2015,CP-HI00,HU,1996-06,31.91
HICP2015,CP-HI00,HU,1996-07,32.04
HICP2015,CP-HI00,HU,1996-08,32.13
HICP2015,CP-HI00,HU,1996-09,32.58
HICP2015,CP-HI00,HU,1996-10,33.02
HICP2015,CP-HI00,HU,1996-11,33.31
HICP2015,CP-HI00,HU,1996-12,33.63
HICP2015,CP-HI00,HU,1997-01,34.9
HICP2015,CP-HI00,HU,1997-02,35.66
HICP2015,CP-HI00,HU,1997-03,36.29
HICP2015,CP-HI00,HU,1997-04,36.77
HICP2015,CP-HI00,HU,1997-05,37.28
HICP2015,CP-HI00,HU,1997-06,37.95
HICP2015,CP-HI00,HU,1997-07,37.88
HICP2015,CP-HI00,HU,1997-08,37.95
HICP2015,CP-HI00,HU,1997-09,38.49
HICP2015,CP-HI00,HU,1997-10,38.93
HICP2015,CP-HI00,HU,1997-11,39.44
HICP2015,CP-HI00,HU,1997-12,39.88
HICP2015,CP-HI00,HU,1998-01,41.09
HICP2015,CP-HI00,HU,1998-02,41.82
HICP2015,CP-HI00,HU,1998-03,42.33
HICP2015,CP-HI00,HU,1998-04,42.77
HICP2015,CP-HI00,HU,1998-05,43.28
HICP2015,CP-HI00,HU,1998-06,43.38
HICP2015,CP-HI00,HU,1998-07,43.22
HICP2015,CP-HI00,HU,1998-08,43.03
HICP2015,CP-HI00,HU,1998-09,43.28
HICP2015,CP-HI00,HU,1998-10,43.69
HICP2015,CP-HI00,HU,1998-11,43.79
HICP2015,CP-HI00,HU,1998-12,43.92
HICP2015,CP-HI00,HU,1999-01,45.06
HICP2015,CP-HI00,HU,1999-02,45.66
HICP2015,CP-HI00,HU,1999-03,46.2
HICP2015,CP-HI00,HU,1999-04,46.71
HICP2015,CP-HI00,HU,1999-05,47.03
HICP2015,CP-HI00,HU,1999-06,47.22
HICP2015,CP-HI00,HU,1999-07,47.57
HICP2015,CP-HI00,HU,1999-08,47.76
HICP2015,CP-HI00,HU,1999-09,48.01
HICP2015,CP-HI00,HU,1999-10,48.3
HICP2015,CP-HI00,HU,1999-11,48.55
HICP2015,CP-HI00,HU,1999-12,48.93
HICP2015,CP-HI00,HU,2000-01,49.66
HICP2015,CP-HI00,HU,2000-02,50.23
HICP2015,CP-HI00,HU,2000-03,50.71
HICP2015,CP-HI00,HU,2000-04,51.12
HICP2015,CP-HI00,HU,2000-05,51.38
HICP2015,CP-HI00,HU,2000-06,51.63
HICP2015,CP-HI00,HU,2000-07,52.24
HICP2015,CP-HI00,HU,2000-08,52.46
HICP2015,CP-HI00,HU,2000-09,53.09
HICP2015,CP-HI00,HU,2000-10,53.44
HICP2015,CP-HI00,HU,2000-11,53.65
HICP2015,CP-HI00,HU,2000-12,53.81
HICP2015,CP-HI00,HU,2001-01,54.63
HICP2015,CP-HI00,HU,2001-02,55.4
HICP2015,CP-HI00,HU,2001-03,55.92
HICP2015,CP-HI00,HU,2001-04,56.36
HICP2015,CP-HI00,HU,2001-05,56.89
HICP2015,CP-HI00,HU,2001-06,57.04
HICP2015,CP-HI00,HU,2001-07,57.13
HICP2015,CP-HI00,HU,2001-08,57.01
HICP2015,CP-HI00,HU,2001-09,57.28
HICP2015,CP-HI00,HU,2001-10,57.45
HICP2015,CP-HI00,HU,2001-11,57.46
HICP2015,CP-HI00,HU,2001-12,57.48
HICP2015,CP-HI00,HU,2002-01,58.25
HICP2015,CP-HI00,HU,2002-02,58.81
HICP2015,CP-HI00,HU,2002-03,59.25
HICP2015,CP-HI00,HU,2002-04,59.76
HICP2015,CP-HI00,HU,2002-05,60.05
HICP2015,CP-HI00,HU,2002-06,59.76
HICP2015,CP-HI00,HU,2002-07,59.69
HICP2015,CP-HI00,HU,2002-08,59.5
HICP2015,CP-HI00,HU,2002-09,59.91
HICP2015,CP-HI00,HU,2002-10,60.24
HICP2015,CP-HI00,HU,2002-11,60.21
HICP2015,CP-HI00,HU,2002-12,60.27
HICP2015,CP-HI00,HU,2003-01,61.05
HICP2015,CP-HI00,HU,2003-02,61.55
HICP2015,CP-HI00,HU,2003-03,62.07
HICP2015,CP-HI00,HU,2003-04,62.08
HICP2015,CP-HI00,HU,2003-05,62.14
HICP2015,CP-HI00,HU,2003-06,62.38
HICP2015,CP-HI00,HU,2003-07,62.52
HICP2015,CP-HI00,HU,2003-08,62.33
HICP2015,CP-HI00,HU,2003-09,62.67
HICP2015,CP-HI00,HU,2003-10,63.16
HICP2015,CP-HI00,HU,2003-11,63.56
HICP2015,CP-HI00,HU,2003-12,63.65
HICP2015,CP-HI00,HU,2004-01,65.11
HICP2015,CP-HI00,HU,2004-02,65.87
HICP2015,CP-HI00,HU,2004-03,66.22
HICP2015,CP-HI00,HU,2004-04,66.39
HICP2015,CP-HI00,HU,2004-05,66.99
HICP2015,CP-HI00,HU,2004-06,67.02
HICP2015,CP-HI00,HU,2004-07,67.02
HICP2015,CP-HI00,HU,2004-08,66.81
HICP2015,CP-HI00,HU,2004-09,66.86
HICP2015,CP-HI00,HU,2004-10,67.18
HICP2015,CP-HI00,HU,2004-11,67.23
HICP2015,CP-HI00,HU,2004-12,67.18
HICP2015,CP-HI00,HU,2005-01,67.71
HICP2015,CP-HI00,HU,2005-02,68.07
HICP2015,CP-HI00,HU,2005-03,68.4
HICP2015,CP-HI00,HU,2005-04,68.9
HICP2015,CP-HI00,HU,2005-05,69.31
HICP2015,CP-HI00,HU,2005-06,69.5
HICP2015,CP-HI00,HU,2005-07,69.46
HICP2015,CP-HI00,HU,2005-08,69.13
HICP2015,CP-HI00,HU,2005-09,69.25
HICP2015,CP-HI00,HU,2005-10,69.27
HICP2015,CP-HI00,HU,2005-11,69.4
HICP2015,CP-HI00,HU,2005-12,69.37
HICP2015,CP-HI00,HU,2006-01,69.36
HICP2015,CP-HI00,HU,2006-02,69.62
HICP2015,CP-HI00,HU,2006-03,70.02
HICP2015,CP-HI00,HU,2006-04,70.55
HICP2015,CP-HI00,HU,2006-05,71.31
HICP2015,CP-HI00,HU,2006-06,71.5
HICP2015,CP-HI00,HU,2006-07,71.63
HICP2015,CP-HI00,HU,2006-08,72.37
HICP2015,CP-HI00,HU,2006-09,73.35
HICP2015,CP-HI00,HU,2006-10,73.68
HICP2015,CP-HI00,HU,2006-11,73.84
HICP2015,CP-HI00,HU,2006-12,73.93
HICP2015,CP-HI00,HU,2007-01,75.21
HICP2015,CP-HI00,HU,2007-02,75.87
HICP2015,CP-HI00,HU,2007-03,76.32
HICP2015,CP-HI00,HU,2007-04,76.67
HICP2015,CP-HI00,HU,2007-05,77.3
HICP2015,CP-HI00,HU,2007-06,77.58
HICP2015,CP-HI00,HU,2007-07,77.58
HICP2015,CP-HI00,HU,2007-08,77.54
HICP2015,CP-HI00,HU,2007-09,78.07
HICP2015,CP-HI00,HU,2007-10,78.73
HICP2015,CP-HI00,HU,2007-11,79.14
HICP2015,CP-HI00,HU,2007-12,79.4
HICP2015,CP-HI00,HU,2008-01,80.74
HICP2015,CP-HI00,HU,2008-02,80.94
HICP2015,CP-HI00,HU,2008-03,81.42
HICP2015,CP-HI00,HU,2008-04,81.89
HICP2015,CP-HI00,HU,2008-05,82.64
HICP2015,CP-HI00,HU,2008-06,82.74
HICP2015,CP-HI00,HU,2008-07,82.99
HICP2015,CP-HI00,HU,2008-08,82.49
HICP2015,CP-HI00,HU,2008-09,82.45
HICP2015,CP-HI00,HU,2008-10,82.75
HICP2015,CP-HI00,HU,2008-11,82.37
HICP2015,CP-HI00,HU,2008-12,82.07
HICP2015,CP-HI00,HU,2009-01,82.66
HICP2015,CP-HI00,HU,2009-02,83.32
HICP2015,CP-HI00,HU,2009-03,83.73
HICP2015,CP-HI00,HU,2009-04,84.47
HICP2015,CP-HI00,HU,2009-05,85.77
HICP2015,CP-HI00,HU,2009-06,85.81
HICP2015,CP-HI00,HU,2009-07,87.04
HICP2015,CP-HI00,HU,2009-08,86.58
HICP2015,CP-HI00,HU,2009-09,86.36
HICP2015,CP-HI00,HU,2009-10,86.22
HICP2015,CP-HI00,HU,2009-11,86.67
HICP2015,CP-HI00,HU,2009-12,86.5
HICP2015,CP-HI00,HU,2010-01,87.78
HICP2015,CP-HI00,HU,2010-02,87.98
HICP2015,CP-HI00,HU,2010-03,88.55
HICP2015,CP-HI00,HU,2010-04,89.31
HICP2015,CP-HI00,HU,2010-05,89.94
HICP2015,CP-HI00,HU,2010-06,90.1
HICP2015,CP-HI00,HU,2010-07,90.13
HICP2015,CP-HI00,HU,2010-08,89.71
HICP2015,CP-HI00,HU,2010-09,89.58
HICP2015,CP-HI00,HU,2010-10,89.93
HICP2015,CP-HI00,HU,2010-11,90.11
HICP2015,CP-HI00,HU,2010-12,90.49
HICP2015,CP-HI00,HU,2011-01,91.3
HICP2015,CP-HI00,HU,2011-02,91.66
HICP2015,CP-HI00,HU,2011-03,92.6
HICP2015,CP-HI00,HU,2011-04,93.26
HICP2015,CP-HI00,HU,2011-05,93.44
HICP2015,CP-HI00,HU,2011-06,93.22
HICP2015,CP-HI00,HU,2011-07,92.96
HICP2015,CP-HI00,HU,2011-08,92.85
HICP2015,CP-HI00,HU,2011-09,92.89
HICP2015,CP-HI00,HU,2011-10,93.38
HICP2015,CP-HI00,HU,2011-11,93.96
HICP2015,CP-HI00,HU,2011-12,94.19
HICP2015,CP-HI00,HU,2012-01,96.41
HICP2015,CP-HI00,HU,2012-02,96.96
HICP2015,CP-HI00,HU,2012-03,97.73
HICP2015,CP-HI00,HU,2012-04,98.51
HICP2015,CP-HI00,HU,2012-05,98.44
HICP2015,CP-HI00,HU,2012-06,98.45
HICP2015,CP-HI00,HU,2012-07,98.27
HICP2015,CP-HI00,HU,2012-08,98.39
